번호,개방서비스명,인허가일자,상세영업상태명,폐업일자,사업장명,업태구분명,업종구분
3458,제과점영업,2022-04-11,폐업,2022-11-15,시오코나,제과점영업,카페/제과제빵
3459,제과점영업,2022-04-08,폐업,2024-03-18,멜로소망,제과점영업,카페/제과제빵
3460,제과점영업,2022-04-05,영업,,디엠푸드(JHW cake),제과점영업,카페/제과제빵
3461,제과점영업,2022-04-04,폐업,2022-04-07,빌라누스,제과점영업,카페/제과제빵
3462,제과점영업,2022-03-17,폐업,2022-03-24,디저트랩 코코,제과점영업,카페/제과제빵
3463,제과점영업,2022-02-14,영업,,소베(sauve),제과점영업,카페/제과제빵
3465,제과점영업,2022-01-19,영업,,팡팡팡(painpanpao),제과점영업,카페/제과제빵
3466,제과점영업,2022-01-14,영업,,벵봉,제과점영업,카페/제과제빵
3467,제과점영업,2022-01-07,폐업,2023-03-16,블라인드 멜론,제과점영업,카페/제과제빵
3468,제과점영업,2021-12-31,영업,,빵장수단팥빵 반월당역점,제과점영업,카페/제과제빵
3470,제과점영업,2021-12-16,폐업,2021-12-25,오마이크로와상,제과점영업,카페/제과제빵
3471,제과점영업,2021-12-15,폐업,2021-12-25,트로스트,제과점영업,카페/제과제빵
3472,제과점영업,2021-12-03,영업,,빌라누스,제과점영업,카페/제과제빵
3473,제과점영업,2021-11-16,폐업,2021-11-25,비비당,제과점영업,카페/제과제빵
3474,제과점영업,2021-11-11,폐업,2024-08-19,도깨비제빵소,제과점영업,카페/제과제빵
3476,제과점영업,2021-10-29,영업,,비바베이커리,제과점영업,카페/제과제빵
3477,제과점영업,2021-10-28,영업,,더 커먼(the common),제과점영업,카페/제과제빵
3478,제과점영업,2021-10-28,폐업,2021-11-04,더 커먼(the common),제과점영업,카페/제과제빵
3479,제과점영업,2021-10-14,폐업,2021-10-21,오마이크로와상,제과점영업,카페/제과제빵
3480,제과점영업,2021-10-14,폐업,2021-10-28,빌라누스,제과점영업,카페/제과제빵
3481,제과점영업,2021-10-07,영업,,바파바로,제과점영업,카페/제과제빵
3482,제과점영업,2021-08-11,영업,,베이크201,제과점영업,카페/제과제빵
3483,제과점영업,2021-07-15,폐업,2021-07-22,오마이크로와상,제과점영업,카페/제과제빵
3484,제과점영업,2021-07-12,영업,,딥커피로스터스 향촌,제과점영업,카페/제과제빵
3485,제과점영업,2021-06-15,폐업,2021-07-02,트룰리베이커,제과점영업,카페/제과제빵
3486,제과점영업,2021-06-02,영업,,유동커피 동성로3가점,제과점영업,카페/제과제빵
3487,제과점영업,2021-06-02,폐업,2021-06-10,유동커피,제과점영업,카페/제과제빵
3488,제과점영업,2021-05-25,폐업,2021-06-03,비비당,제과점영업,카페/제과제빵
3489,제과점영업,2021-05-14,폐업,2021-05-20,오마이크로와상,제과점영업,카페/제과제빵
3490,제과점영업,2021-05-11,영업,,버터베이크(BUTTERBAKE),제과점영업,카페/제과제빵
3491,제과점영업,2021-04-23,영업,,카페 오디너리 하우스 동성로,제과점영업,카페/제과제빵
3492,제과점영업,2021-04-09,폐업,2021-04-22,오마이크로와상(OMC),제과점영업,카페/제과제빵
3493,제과점영업,2021-04-05,폐업,2025-04-11,오마이크로와상(OMC),제과점영업,카페/제과제빵
3494,제과점영업,2021-03-18,영업,,달콤한메론빵,제과점영업,카페/제과제빵
3495,제과점영업,2021-03-12,폐업,2022-12-02,버터풀앤크리멀러스 대구동성로점,제과점영업,카페/제과제빵
3499,제과점영업,2021-01-14,폐업,2021-09-27,대박푸드카페,제과점영업,카페/제과제빵
3500,제과점영업,2020-12-28,영업,,뚜레쥬르 남산점,제과점영업,카페/제과제빵
3502,제과점영업,2020-11-11,폐업,2020-12-30,르고메드파리16,제과점영업,카페/제과제빵
3503,제과점영업,2020-11-09,폐업,2022-05-17,블랙베어도넛,제과점영업,카페/제과제빵
3504,제과점영업,2020-11-06,영업,,롯데쇼핑(주)롯데슈퍼 남산점,제과점영업,카페/제과제빵
3505,제과점영업,2020-09-24,영업,,오가닉 모가,제과점영업,카페/제과제빵
3506,제과점영업,2020-09-02,영업,,오드 케이크(ODE CAKE),제과점영업,카페/제과제빵
3507,제과점영업,2020-08-14,폐업,2022-12-20,이상복명과 현대백화점,제과점영업,카페/제과제빵
3508,제과점영업,2020-07-16,영업,,샛별당,제과점영업,카페/제과제빵
3509,제과점영업,2020-06-05,폐업,2020-06-26,트룰리베이커(TRULY BAKER),제과점영업,카페/제과제빵
3510,제과점영업,2020-06-05,폐업,2024-08-12,트룰리베이커(TRULY BAKER),제과점영업,카페/제과제빵
3511,제과점영업,2020-03-23,폐업,2023-12-29,이박사마카롱디저트LBG,제과점영업,카페/제과제빵
3513,제과점영업,2020-01-29,영업,,대봉당1297,제과점영업,카페/제과제빵
3514,제과점영업,2020-01-29,영업,,마들렌베이커리 반월당점,제과점영업,카페/제과제빵
3515,제과점영업,2020-01-28,폐업,2020-02-28,로티서울,제과점영업,카페/제과제빵
3516,제과점영업,2020-01-14,영업,,빵장수 꽈배기,제과점영업,카페/제과제빵
3517,즉석판매제조가공업,2025-07-25,영업,,클레이즈,즉석판매제조가공업,기타
3519,즉석판매제조가공업,2025-07-24,영업,,카페 소야(CAFE SOYA),즉석판매제조가공업,기타
3520,즉석판매제조가공업,2025-07-24,영업,,무명일기,즉석판매제조가공업,기타
3523,즉석판매제조가공업,2025-07-15,영업,,(주)돈흥원,즉석판매제조가공업,기타
3524,즉석판매제조가공업,2025-07-15,폐업,2025-07-24,포동푸딩,즉석판매제조가공업,기타
3528,즉석판매제조가공업,2025-07-03,영업,,(주)현승에프앤디,즉석판매제조가공업,기타
3529,즉석판매제조가공업,2025-07-03,폐업,2025-07-11,노배드바이브스(NO BAD VIBES),즉석판매제조가공업,기타
3530,즉석판매제조가공업,2025-07-02,폐업,2025-07-10,주식회사 제이에스글로벌푸드,즉석판매제조가공업,기타
3531,즉석판매제조가공업,2025-07-01,영업,,꽃길베이킹,즉석판매제조가공업,기타
3532,즉석판매제조가공업,2025-06-30,영업,,명덕빵앗간,즉석판매제조가공업,기타
3533,즉석판매제조가공업,2025-06-30,영업,,리토(Reetto),즉석판매제조가공업,기타
3534,즉석판매제조가공업,2025-06-30,폐업,2025-07-17,사라다정,즉석판매제조가공업,기타
3536,즉석판매제조가공업,2025-06-25,폐업,2025-06-28,앙포네,즉석판매제조가공업,기타
3537,즉석판매제조가공업,2025-06-24,폐업,2025-07-03,주식회사 제이에스글로벌푸드,즉석판매제조가공업,기타
3540,즉석판매제조가공업,2025-06-20,폐업,2025-07-20,(주)돈흥원,즉석판매제조가공업,기타
3544,즉석판매제조가공업,2025-06-17,폐업,2025-06-28,(주)백두산천지인,즉석판매제조가공업,기타
3545,즉석판매제조가공업,2025-06-13,영업,,이석덕 생면파스타,즉석판매제조가공업,기타
3549,즉석판매제조가공업,2025-06-09,폐업,2025-06-12,토실이쌀밤빵,즉석판매제조가공업,기타
3552,즉석판매제조가공업,2025-06-02,영업,,육남매,즉석판매제조가공업,기타
3553,즉석판매제조가공업,2025-06-02,폐업,2025-06-12,주식회사 아리랑에프앤비,즉석판매제조가공업,기타
3555,즉석판매제조가공업,2025-05-28,영업,,펜키,즉석판매제조가공업,기타
3556,즉석판매제조가공업,2025-05-27,영업,,맛있호두,즉석판매제조가공업,기타
3557,즉석판매제조가공업,2025-05-26,영업,,카페 달가운,즉석판매제조가공업,기타
3560,즉석판매제조가공업,2025-05-23,폐업,2025-06-19,서울은마꽈배기,즉석판매제조가공업,기타
3561,즉석판매제조가공업,2025-05-21,폐업,2025-05-29,진현에프앤디,즉석판매제조가공업,기타
3562,즉석판매제조가공업,2025-05-21,폐업,2025-05-29,티브라더스,즉석판매제조가공업,기타
3564,즉석판매제조가공업,2025-05-15,폐업,2025-05-31,밀립커피,즉석판매제조가공업,기타
3565,즉석판매제조가공업,2025-05-13,폐업,2025-05-22,(주)씨웰,즉석판매제조가공업,기타
3567,즉석판매제조가공업,2025-05-07,영업,,미니네,즉석판매제조가공업,기타
3569,즉석판매제조가공업,2025-05-07,폐업,2025-05-15,브라더식품,즉석판매제조가공업,기타
3570,즉석판매제조가공업,2025-05-07,폐업,2025-05-15,포동푸딩,즉석판매제조가공업,기타
3571,즉석판매제조가공업,2025-05-02,폐업,2025-05-06,달코미,즉석판매제조가공업,기타
3572,즉석판매제조가공업,2025-05-02,폐업,2025-05-06,에스디(SD)푸드,즉석판매제조가공업,기타
3573,즉석판매제조가공업,2025-05-02,폐업,2025-05-06,찐덥다,즉석판매제조가공업,기타
3574,즉석판매제조가공업,2025-05-02,폐업,2025-05-06,쿠키시그널,즉석판매제조가공업,기타
3575,즉석판매제조가공업,2025-05-02,폐업,2025-05-17,(주)제이엠케이코리아,즉석판매제조가공업,기타
3576,즉석판매제조가공업,2025-05-01,폐업,2025-05-10,(주)행복생활에프앤비,즉석판매제조가공업,기타
3577,즉석판매제조가공업,2025-04-30,폐업,2025-05-11,서문강경젓갈,즉석판매제조가공업,기타
3578,즉석판매제조가공업,2025-04-30,폐업,2025-05-05,에스디(SD)푸드,즉석판매제조가공업,기타
3579,즉석판매제조가공업,2025-04-29,영업,,토스티서울x호라이즌식스틴,즉석판매제조가공업,기타
3580,즉석판매제조가공업,2025-04-29,폐업,2025-05-05,달코미,즉석판매제조가공업,기타
3581,즉석판매제조가공업,2025-04-29,폐업,2025-05-05,쿠키시그널,즉석판매제조가공업,기타
3582,즉석판매제조가공업,2025-04-29,폐업,2025-05-11,뿜뿜솜사탕,즉석판매제조가공업,기타
3584,즉석판매제조가공업,2025-04-28,폐업,2025-05-08,하늘아래첫동네,즉석판매제조가공업,기타
3585,즉석판매제조가공업,2025-04-28,폐업,2025-05-05,찐덥다,즉석판매제조가공업,기타
3587,즉석판매제조가공업,2025-04-28,폐업,2025-05-08,녹태원,즉석판매제조가공업,기타
3588,즉석판매제조가공업,2025-04-28,폐업,2025-04-28,갓파이,즉석판매제조가공업,기타
3589,즉석판매제조가공업,2025-04-23,폐업,2025-04-30,디저트문정,즉석판매제조가공업,기타
3590,즉석판매제조가공업,2025-04-23,폐업,2025-05-11,찐덥다,즉석판매제조가공업,기타
3591,즉석판매제조가공업,2025-04-22,폐업,2025-05-11,조은농산,즉석판매제조가공업,기타
3592,즉석판매제조가공업,2025-04-21,영업,,연어로,즉석판매제조가공업,기타
3594,즉석판매제조가공업,2025-04-17,폐업,2025-04-24,우리에프엔지,즉석판매제조가공업,기타
3597,즉석판매제조가공업,2025-04-15,영업,,프로포르(propor),즉석판매제조가공업,기타
3602,즉석판매제조가공업,2025-04-04,폐업,2025-04-15,사탕별,즉석판매제조가공업,기타
3604,즉석판매제조가공업,2025-04-02,폐업,2025-04-15,진골목길12  로스터스,즉석판매제조가공업,기타
3606,즉석판매제조가공업,2025-04-02,폐업,2025-04-24,전포명가떡집,즉석판매제조가공업,기타
3609,즉석판매제조가공업,2025-03-26,폐업,2025-04-03,해머스,즉석판매제조가공업,기타
3610,즉석판매제조가공업,2025-03-25,폐업,2025-04-20,디저트문정,즉석판매제조가공업,기타
3611,즉석판매제조가공업,2025-03-24,영업,,뇸,즉석판매제조가공업,기타
3612,즉석판매제조가공업,2025-03-24,폐업,2025-04-10,더블에스푸드,즉석판매제조가공업,기타
3614,즉석판매제조가공업,2025-03-19,영업,,온봄,즉석판매제조가공업,기타
3615,즉석판매제조가공업,2025-03-19,폐업,2025-04-03,심봉사 도로케,즉석판매제조가공업,기타
3616,즉석판매제조가공업,2025-03-18,영업,,선물(Present),즉석판매제조가공업,기타
3618,즉석판매제조가공업,2025-03-17,영업,,르폴뒤,즉석판매제조가공업,기타
3623,즉석판매제조가공업,2025-03-11,영업,,아몬도(AMONDO),즉석판매제조가공업,기타
3626,즉석판매제조가공업,2025-02-27,폐업,2025-03-14,(주)정남미그룹,즉석판매제조가공업,기타
3633,즉석판매제조가공업,2025-02-17,폐업,2025-02-27,진현에프앤디,즉석판매제조가공업,기타
3635,즉석판매제조가공업,2025-02-10,폐업,2025-03-11,마이어묵,즉석판매제조가공업,기타
3636,즉석판매제조가공업,2025-02-10,폐업,2025-02-27,하늘아래첫동네,즉석판매제조가공업,기타
3637,즉석판매제조가공업,2025-02-04,폐업,2025-02-13,우닉(UNIK),즉석판매제조가공업,기타
3640,즉석판매제조가공업,2025-01-31,폐업,2025-02-05,포동푸딩,즉석판매제조가공업,기타
3642,즉석판매제조가공업,2025-01-24,영업,,소울트랩(SOULT LAB),즉석판매제조가공업,기타
3643,즉석판매제조가공업,2025-01-24,영업,,쿠키시그널,즉석판매제조가공업,기타
3645,즉석판매제조가공업,2025-01-22,폐업,2025-01-30,(주)우리에프엔지,즉석판매제조가공업,기타
3649,즉석판매제조가공업,2025-01-17,폐업,2025-01-20,참:진(眞),즉석판매제조가공업,기타
3651,즉석판매제조가공업,2025-01-13,영업,,우리농산,즉석판매제조가공업,기타
3654,즉석판매제조가공업,2025-01-08,폐업,2025-01-23,(주)정남미그룹,즉석판매제조가공업,기타
3655,즉석판매제조가공업,2025-01-06,폐업,2025-02-18,대동상사,즉석판매제조가공업,기타
3657,즉석판매제조가공업,2025-01-02,영업,,델리by애슐리 동아쇼핑대구점,즉석판매제조가공업,기타
3658,즉석판매제조가공업,2025-01-02,영업,,리얼찬,즉석판매제조가공업,기타
3659,즉석판매제조가공업,2025-01-02,영업,,카페동이 동성로 본점,즉석판매제조가공업,기타
3661,즉석판매제조가공업,2025-01-02,폐업,2025-01-09,나이스라이스(Nice Rice),즉석판매제조가공업,기타
3662,즉석판매제조가공업,2024-12-31,폐업,2025-01-02,푸린,즉석판매제조가공업,기타
3663,즉석판매제조가공업,2024-12-30,폐업,2025-01-16,전포명가떡집,즉석판매제조가공업,기타
3665,즉석판매제조가공업,2024-12-23,영업,,피플스스트릿,즉석판매제조가공업,기타
3669,즉석판매제조가공업,2024-12-17,폐업,2024-12-26,대구연리희재,즉석판매제조가공업,기타
3672,즉석판매제조가공업,2024-12-16,폐업,2024-12-22,잇푸드,즉석판매제조가공업,기타
3678,즉석판매제조가공업,2024-11-27,영업,,부케(Bouquet),즉석판매제조가공업,기타
3679,즉석판매제조가공업,2024-11-27,영업,,우수,즉석판매제조가공업,기타
3683,즉석판매제조가공업,2024-11-19,폐업,2024-11-28,(주)판크로스,즉석판매제조가공업,기타
3684,즉석판매제조가공업,2024-11-19,폐업,2024-11-28,디저트팩토리,즉석판매제조가공업,기타
3685,즉석판매제조가공업,2024-11-19,폐업,2024-11-23,아르토,즉석판매제조가공업,기타
3686,즉석판매제조가공업,2024-11-19,폐업,2024-11-23,쉼과행복cooking,즉석판매제조가공업,기타
3687,즉석판매제조가공업,2024-11-18,폐업,2024-11-23,참:진(眞),즉석판매제조가공업,기타
3689,즉석판매제조가공업,2024-11-15,폐업,2024-12-23,정성을 담다,즉석판매제조가공업,기타
3690,즉석판매제조가공업,2024-11-15,폐업,2024-11-23,찐덥다,즉석판매제조가공업,기타
3691,즉석판매제조가공업,2024-11-15,폐업,2024-11-17,쌀로운,즉석판매제조가공업,기타
3692,즉석판매제조가공업,2024-11-14,영업,,자이언트 트리(giant tree),즉석판매제조가공업,기타
3695,즉석판매제조가공업,2024-11-06,폐업,2024-11-12,오에스푸드,즉석판매제조가공업,기타
3696,즉석판매제조가공업,2024-11-05,영업,,부산어묵 장돌이,즉석판매제조가공업,기타
3699,즉석판매제조가공업,2024-11-04,영업,,서문상회,즉석판매제조가공업,기타
3701,즉석판매제조가공업,2024-10-31,영업,,칼리프(CALIF),즉석판매제조가공업,기타
3709,즉석판매제조가공업,2024-10-04,폐업,2025-07-01,평화닭집,즉석판매제조가공업,기타
3711,즉석판매제조가공업,2024-10-04,폐업,2024-10-17,아도르,즉석판매제조가공업,기타
3712,즉석판매제조가공업,2024-10-02,영업,,손맛분식 & 반찬,즉석판매제조가공업,기타
3713,즉석판매제조가공업,2024-10-02,폐업,2024-10-24,미엘판,즉석판매제조가공업,기타
3715,즉석판매제조가공업,2024-10-02,폐업,2024-10-10,포딩푸딩,즉석판매제조가공업,기타
3716,즉석판매제조가공업,2024-09-30,영업,,미엘판,즉석판매제조가공업,기타
3719,즉석판매제조가공업,2024-09-26,폐업,2025-02-28,더워커스홀리데이,즉석판매제조가공업,기타
3721,즉석판매제조가공업,2024-09-23,영업,,두유노 요거트,즉석판매제조가공업,기타
3724,즉석판매제조가공업,2024-09-19,폐업,2024-09-27,(주)에이엔,즉석판매제조가공업,기타
3726,즉석판매제조가공업,2024-09-10,폐업,2024-09-19,하늘아래첫동네,즉석판매제조가공업,기타
3728,즉석판매제조가공업,2024-09-09,폐업,2024-10-10,천하일미,즉석판매제조가공업,기타
3729,즉석판매제조가공업,2024-09-03,폐업,2024-09-19,(주)정남미그룹,즉석판매제조가공업,기타
3730,즉석판매제조가공업,2024-08-29,폐업,2024-09-30,대동상사,즉석판매제조가공업,기타
3734,즉석판매제조가공업,2024-08-26,영업,,해브아워,즉석판매제조가공업,기타
3735,즉석판매제조가공업,2024-08-21,폐업,2024-08-29,(주)미르,즉석판매제조가공업,기타
3736,즉석판매제조가공업,2024-08-20,폐업,2024-09-12,전포명가떡집,즉석판매제조가공업,기타
3737,즉석판매제조가공업,2024-08-19,영업,,청라,즉석판매제조가공업,기타
3740,즉석판매제조가공업,2024-08-16,폐업,2024-08-22,느린방앗간,즉석판매제조가공업,기타
3741,즉석판매제조가공업,2024-08-13,영업,,라우스터프 대봉,즉석판매제조가공업,기타
3742,즉석판매제조가공업,2024-08-09,폐업,2025-03-06,소금빵앗간 봉산문화거리 본점,즉석판매제조가공업,기타
3743,즉석판매제조가공업,2024-08-08,영업,,(주)아미푸드,즉석판매제조가공업,기타
3744,즉석판매제조가공업,2024-08-07,폐업,2024-08-14,주식회사 에이치푸드,즉석판매제조가공업,기타
3746,즉석판매제조가공업,2024-08-01,영업,,함박별장,즉석판매제조가공업,기타
3749,즉석판매제조가공업,2024-07-30,폐업,2024-08-08,더블에스푸드,즉석판매제조가공업,기타
3752,즉석판매제조가공업,2024-07-25,영업,,사탕별,즉석판매제조가공업,기타
3753,즉석판매제조가공업,2024-07-25,폐업,2024-08-30,추박사자취생김밥,즉석판매제조가공업,기타
3754,즉석판매제조가공업,2024-07-25,폐업,2024-08-31,(주)아미푸드,즉석판매제조가공업,기타
3756,즉석판매제조가공업,2024-07-18,폐업,2024-07-25,콜투마인드,즉석판매제조가공업,기타
3758,즉석판매제조가공업,2024-07-16,영업,,달다리한 대구남산점,즉석판매제조가공업,기타
3763,즉석판매제조가공업,2024-07-04,폐업,2024-11-05,우리농산,즉석판매제조가공업,기타
3765,즉석판매제조가공업,2024-06-28,영업,,고영희네 집,즉석판매제조가공업,기타
3768,즉석판매제조가공업,2024-06-26,영업,,주영시루,즉석판매제조가공업,기타
3769,즉석판매제조가공업,2024-06-18,폐업,2024-12-02,황홀(Hwang Hole),즉석판매제조가공업,기타
3770,즉석판매제조가공업,2024-06-17,영업,,오레시피 대구남산자이하늘채점,즉석판매제조가공업,기타
3772,즉석판매제조가공업,2024-06-12,폐업,2024-06-25,농부짱,즉석판매제조가공업,기타
3773,즉석판매제조가공업,2024-06-11,폐업,2024-06-27,(주)정남미그룹,즉석판매제조가공업,기타
3775,즉석판매제조가공업,2024-06-07,폐업,2025-05-22,헬로우라라,즉석판매제조가공업,기타
3776,즉석판매제조가공업,2024-06-05,영업,,신서문 김밥,즉석판매제조가공업,기타
3778,즉석판매제조가공업,2024-06-04,영업,,어글리(UGLY),즉석판매제조가공업,기타
3783,즉석판매제조가공업,2024-05-31,영업,,오버 더 클라우드(Over The Cloud),즉석판매제조가공업,기타
3784,즉석판매제조가공업,2024-05-31,폐업,2024-06-13,주식회사 신정,즉석판매제조가공업,기타
3786,즉석판매제조가공업,2024-05-24,영업,,로코피플,즉석판매제조가공업,기타
3787,즉석판매제조가공업,2024-05-23,폐업,2024-05-30,또옥더현대대구점,즉석판매제조가공업,기타
3788,즉석판매제조가공업,2024-05-23,폐업,2024-06-30,삼진어묵,즉석판매제조가공업,기타
3789,즉석판매제조가공업,2024-05-22,영업,,(주)돈데크만,즉석판매제조가공업,기타
3790,즉석판매제조가공업,2024-05-20,폐업,2024-05-30,심봉사도로케,즉석판매제조가공업,기타
3792,즉석판매제조가공업,2024-05-16,폐업,2024-06-15,파낙스조은삼,즉석판매제조가공업,기타
3793,즉석판매제조가공업,2024-05-14,폐업,2024-10-21,한방선생,즉석판매제조가공업,기타
3794,즉석판매제조가공업,2024-05-14,폐업,2024-05-22,부산축산,즉석판매제조가공업,기타
3795,즉석판매제조가공업,2024-05-09,폐업,2024-05-12,이안애,즉석판매제조가공업,기타
3796,즉석판매제조가공업,2024-05-08,폐업,2024-05-12,꿈꾸는솜사탕(히어로솜사탕),즉석판매제조가공업,기타
3799,즉석판매제조가공업,2024-05-03,폐업,2024-05-09,(주)부촌푸드시스템,즉석판매제조가공업,기타
3800,즉석판매제조가공업,2024-05-02,폐업,2024-05-12,조은농산,즉석판매제조가공업,기타
3802,즉석판매제조가공업,2024-04-30,폐업,2024-05-12,(주)연우에프에스,즉석판매제조가공업,기타
3803,즉석판매제조가공업,2024-04-29,폐업,2024-05-31,삼진어묵,즉석판매제조가공업,기타
3804,즉석판매제조가공업,2024-04-29,폐업,2024-05-23,전포명가떡집,즉석판매제조가공업,기타
3805,즉석판매제조가공업,2024-04-29,폐업,2024-12-19,꽃드림,즉석판매제조가공업,기타
3807,즉석판매제조가공업,2024-04-26,폐업,2024-05-05,베베케이크,즉석판매제조가공업,기타
3808,즉석판매제조가공업,2024-04-25,영업,,스위트박스(Sweet Box),즉석판매제조가공업,기타
3810,즉석판매제조가공업,2024-04-24,영업,,찐덥다,즉석판매제조가공업,기타
3811,즉석판매제조가공업,2024-04-19,폐업,2024-04-24,온맘,즉석판매제조가공업,기타
3812,즉석판매제조가공업,2024-04-18,폐업,2024-04-24,봉봉프룻,즉석판매제조가공업,기타
3814,즉석판매제조가공업,2024-04-12,영업,,의리로운,즉석판매제조가공업,기타
3815,즉석판매제조가공업,2024-04-12,영업,,봉평원,즉석판매제조가공업,기타
3816,즉석판매제조가공업,2024-04-12,폐업,2024-05-15,주식회사 신정,즉석판매제조가공업,기타
3818,즉석판매제조가공업,2024-04-09,폐업,2024-04-18,동원산업,즉석판매제조가공업,기타
3822,즉석판매제조가공업,2024-04-05,폐업,2024-05-03,삼진어묵,즉석판매제조가공업,기타
3823,즉석판매제조가공업,2024-04-04,폐업,2024-04-11,나뭇잎 마을(즉판),즉석판매제조가공업,기타
3824,즉석판매제조가공업,2024-04-03,폐업,2024-04-11,(주)미트벨리(대구백화점 프라자점內),즉석판매제조가공업,기타
3825,즉석판매제조가공업,2024-03-29,폐업,2024-04-28,소베(sauve),즉석판매제조가공업,기타
3829,즉석판매제조가공업,2024-03-26,폐업,2024-04-03,(주)부산축산,즉석판매제조가공업,기타
3832,즉석판매제조가공업,2024-03-18,영업,,과일밥상 센트럴점,즉석판매제조가공업,기타
3833,즉석판매제조가공업,2024-03-18,영업,,디저트34,즉석판매제조가공업,기타
3834,즉석판매제조가공업,2024-03-18,영업,,달떡별빵,즉석판매제조가공업,기타
3841,즉석판매제조가공업,2024-03-08,영업,,크로키(kroki),즉석판매제조가공업,기타
3842,즉석판매제조가공업,2024-03-05,폐업,2025-07-08,연희네 반찬,즉석판매제조가공업,기타
3844,즉석판매제조가공업,2024-02-29,영업,,복다올마켓,즉석판매제조가공업,기타
3846,즉석판매제조가공업,2024-02-28,폐업,2024-03-15,어니언수제어묵,즉석판매제조가공업,기타
3848,즉석판매제조가공업,2024-02-23,폐업,2024-08-22,에스오유(SOU),즉석판매제조가공업,기타
3849,즉석판매제조가공업,2024-02-23,폐업,2025-02-19,달다구리,즉석판매제조가공업,기타
3850,즉석판매제조가공업,2024-02-22,폐업,2024-06-17,아트모던,즉석판매제조가공업,기타
3851,즉석판매제조가공업,2024-02-21,영업,,유락(yoorak),즉석판매제조가공업,기타
3853,즉석판매제조가공업,2024-02-20,폐업,2024-03-14,브리스,즉석판매제조가공업,기타
3862,즉석판매제조가공업,2024-01-25,폐업,2024-02-25,삼촌푸드 주식회사,즉석판매제조가공업,기타
3863,즉석판매제조가공업,2024-01-24,영업,,카페마리,즉석판매제조가공업,기타
3864,즉석판매제조가공업,2024-01-22,폐업,2024-02-27,대동상사,즉석판매제조가공업,기타
3865,즉석판매제조가공업,2024-01-19,영업,,셀리우,즉석판매제조가공업,기타
3867,즉석판매제조가공업,2024-01-15,영업,,모이화과점,즉석판매제조가공업,기타
3868,즉석판매제조가공업,2024-01-15,영업,,서문다방,즉석판매제조가공업,기타
3869,즉석판매제조가공업,2024-01-10,폐업,2024-01-17,심봉사 도로케,즉석판매제조가공업,기타
3875,즉석판매제조가공업,2023-12-28,폐업,2024-01-28,티피랩,즉석판매제조가공업,기타
3876,즉석판매제조가공업,2023-12-22,폐업,2023-12-25,베이커리 라누,즉석판매제조가공업,기타
3877,즉석판매제조가공업,2023-12-20,폐업,2024-02-15,대봉족,즉석판매제조가공업,기타
3882,즉석판매제조가공업,2023-12-13,폐업,2023-12-21,스테드,즉석판매제조가공업,기타
3885,즉석판매제조가공업,2023-12-05,영업,,유창반점,즉석판매제조가공업,기타
3887,즉석판매제조가공업,2023-11-29,폐업,2023-12-07,더블에스푸드,즉석판매제조가공업,기타
3890,즉석판매제조가공업,2023-11-24,폐업,2023-12-07,천하일미,즉석판매제조가공업,기타
3891,즉석판매제조가공업,2023-11-23,폐업,2024-12-31,해도지식품,즉석판매제조가공업,기타
3894,즉석판매제조가공업,2023-11-20,폐업,2024-11-23,달달디저트,즉석판매제조가공업,기타
3896,즉석판매제조가공업,2023-11-17,영업,,참좋은 참기름고추방앗간,즉석판매제조가공업,기타
3897,즉석판매제조가공업,2023-11-15,영업,,금송,즉석판매제조가공업,기타
3898,즉석판매제조가공업,2023-11-15,폐업,2023-11-23,(주)미르,즉석판매제조가공업,기타
3901,즉석판매제조가공업,2023-11-06,영업,,직화불고기,즉석판매제조가공업,기타
3904,즉석판매제조가공업,2023-11-03,폐업,2023-11-17,진삼영농조합,즉석판매제조가공업,기타
3907,즉석판매제조가공업,2023-11-01,폐업,2023-11-09,붐붐과자,즉석판매제조가공업,기타
3909,즉석판매제조가공업,2023-10-31,폐업,2023-11-09,미식동원,즉석판매제조가공업,기타
3910,즉석판매제조가공업,2023-10-30,영업,,차휴,즉석판매제조가공업,기타
3911,즉석판매제조가공업,2023-10-30,폐업,2023-11-29,파낙스조은삼,즉석판매제조가공업,기타
3915,즉석판매제조가공업,2023-10-19,폐업,2023-10-26,(주)미르,즉석판매제조가공업,기타
3919,즉석판매제조가공업,2023-10-17,폐업,2023-10-29,참:진(眞),즉석판매제조가공업,기타
3920,즉석판매제조가공업,2023-10-16,폐업,2023-11-09,브리스,즉석판매제조가공업,기타
3926,즉석판매제조가공업,2023-10-05,폐업,2023-10-12,코트니마켓,즉석판매제조가공업,기타
3929,즉석판매제조가공업,2023-09-27,영업,,갓파이,즉석판매제조가공업,기타
3930,즉석판매제조가공업,2023-09-27,폐업,2023-10-06,농업회사법인 밭 주식회사,즉석판매제조가공업,기타
3931,즉석판매제조가공업,2023-09-26,폐업,2023-10-06,라누 베이커리 더현대대구점,즉석판매제조가공업,기타
3932,즉석판매제조가공업,2023-09-26,폐업,2024-12-17,쿠앤쿠(COONCOO),즉석판매제조가공업,기타
3933,즉석판매제조가공업,2023-09-21,폐업,2023-09-26,경주약과방,즉석판매제조가공업,기타
3934,즉석판매제조가공업,2023-09-19,영업,,카페다온,즉석판매제조가공업,기타
3936,즉석판매제조가공업,2023-09-19,폐업,2023-09-27,농업회사법인 밭 주식회사,즉석판매제조가공업,기타
